_id,vendorId,itemName,itemDescription,accountId,accountName,itemTotalAmount,is_synthetic
{'$oid': '66eaa8bae2f9f5ba658b24ee'},8y2BQtMF74TubxeuYeAQ,0924 refund - Duplicate Payment I PERFORMANCE MOTORS LIMITED ( INV-02-0624-1917 ),0924 refund - Duplicate Payment I PERFORMANCE MOTORS LIMITED ( INV-02-0624-1917 ),AS7kZeVZgNNPi7UQOSKD,222003 Customer Prepayment,2071.0,False
{'$oid': '679328c7f6ca34d0d7d83600'},CZU8x9iibW6yfBz8IAh3,0824 Mete Charges,0824 Mete Charges,yVYh9rM5LJ2hMTCoWso8,619209 Others,107.47,False
{'$oid': '66e2f537b6e168acc0d1bd51'},3KXCfxFlqn6xa1smCgzc,0824 telesales services,0824 Part-timer telesales ,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,2230.0,False
{'$oid': '66f2837f5d18f7321322395a'},Sdo77dqAgGk4K3SF5iet,0824 Certified Stickers (Tear drop),0824 Certified Stickers (Tear drop),46gT0Ab9FKwD2LHwpa4Q,612016 Collateral,300.0,False
{'$oid': '6710c092ad08b87ba45d5c67'},eB2WtS8alRhQIiaHVSwN,0924 VVIP Flyers Goods,0924 VVIP Flyers Goods,ipfAQro8vxfihGgo5EkZ,511601 Others,1730.4,False
{'$oid': '6710c092ad08b87ba45d5c67'},eB2WtS8alRhQIiaHVSwN,0924 VVIP Flyers Services,0924 VVIP Flyers Services,ipfAQro8vxfihGgo5EkZ,511601 Others,2595.6000000000004,False
{'$oid': '6710c092ad08b87ba45d5c67'},eB2WtS8alRhQIiaHVSwN,0924 VVIP Flyers Luxury,0924 VVIP Flyers Luxury,ipfAQro8vxfihGgo5EkZ,511601 Others,865.2,False
{'$oid': '6710c092ad08b87ba45d5c67'},eB2WtS8alRhQIiaHVSwN,0924 Flyers distribution for Goods,0924 Flyers distribution for Goods,ipfAQro8vxfihGgo5EkZ,511601 Others,280.0,False
{'$oid': '66fa289713858d3b21fa858f'},VGpMltxLedu3HLJ4VwZ9,0924 Foreign worker Levy Aug24	,0924 Foreign worker Levy Aug24	,vPOu2gkUPDIrlA7ZzeHy,614302 FWL,2688.43,False
{'$oid': '66fa293813858d3b21fa8a02'},VGpMltxLedu3HLJ4VwZ9,0924 Visa fees payment in Aug2024,0924 Visa fees payment in Aug2024,gD8biL5ppjX2Y6VZxO7U,617208 Others,610.0,False
{'$oid': '6708d78cb51e7c9271807d11'},bj8bw5VDzQmFCfVp0Uvn,0824 Telesales Services,0824 Telesales Services,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,170.0,False
{'$oid': '6708d79db51e7c9271807d3b'},QNJibOamjv4bIplwmIiJ,0824 Telesales Services,0824 Telesales Services,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,150.0,False
{'$oid': '66c832e6ff84e078b26ccc44'},L0ylCmwzBrhx2FHqnIXe,0824 Monthly rental Delonghi Prima Donna coffee machine,0824 Monthly rental Delonghi Prima Donna coffee machine,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,80.0,False
{'$oid': '66f282f25d18f732132235a6'},gbCH1HhALf4wLlBQTE7w,0824 Certified Stickers (Seal),0824 Certified Stickers (Seal),46gT0Ab9FKwD2LHwpa4Q,612016 Collateral,200.0,False
{'$oid': '67612e70660a409b4cc583db'},NCVkPmqmDBvcsDbVY92N,"0824 - 14-inch MacBook Pro: Apple M3 Chip Pro with 11-Core CPU, 14 Core GPU, 16-core Neural Engine - Silver, 32-GB unified memory, 512GB SSD storage, 14-inch Liquid Retina XDR display, 70W USB-C Power Adapter, Three Thunderbolt 4 ports, HDMI port, SDXC card slot, headphone jack, MagSafe 3 port, Backlit Magic Keyboard with Touch ID","0824 - 14-inch MacBook Pro: Apple M3 Chip Pro with 11-Core CPU, 14 Core GPU, 16-core Neural Engine - Silver, 32-GB unified memory, 512GB SSD storage, 14-inch Liquid Retina XDR display, 70W USB-C Power Adapter, Three Thunderbolt 4 ports, HDMI port, SDXC card slot, headphone jack, MagSafe 3 port, Backlit Magic Keyboard with Touch ID",gd3uAIvf5xMSRQB931aV,141001 Computer Equipment - Cost,12676.0,False
{'$oid': '67612e70660a409b4cc583db'},NCVkPmqmDBvcsDbVY92N,0824 - AppleCare+ for 14-inch MacBook Pro (M3),0824 - AppleCare+ for 14-inch MacBook Pro (M3),54OBj5Vra6nWbKk75XTB,619201 Equipment Expense,1400.0,False
{'$oid': '66d6e722ae36650c2f3afec9'},HdMknMeW9Cgupkmnsdh9, 0824 Data engineering vendor, 0824 Data engineering vendor,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,2958.848,False
{'$oid': '66d6e722ae36650c2f3afec9'},HdMknMeW9Cgupkmnsdh9, 0824 Data engineering vendor, 0824 Data engineering vendor,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,110020.0,False
{'$oid': '66fb8692da68cd513ddb4c30'},8y610HSLzsdRhbC7Nqo8,0824 Transaction Charge - DBS IPP Aug 2024	,0824 Transaction Charge - DBS IPP Aug 2024	,D8ocxyE6ZmngcJ3xgsyp,511102 External Commission,347.28,False
{'$oid': '66fb8692da68cd513ddb4c30'},8y610HSLzsdRhbC7Nqo8,0824 Quickpay Charge for Aug 2024,0824 Quickpay Charge for Aug 2024,D8ocxyE6ZmngcJ3xgsyp,511102 External Commission,9.15,False
{'$oid': '674ead4911946bef2877456f'},mvNPOZYCF0FtvAh0Q4iO,0824 Miros Service License,0824 Miros Service License,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1000.0,False
{'$oid': '674ead4911946bef2877456f'},mvNPOZYCF0FtvAh0Q4iO,0924 Miros Service License,0924 Miros Service License,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1000.0,False
{'$oid': '674ead4911946bef2877456f'},mvNPOZYCF0FtvAh0Q4iO,1024 Miros Service License,1024 Miros Service License,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1000.0,False
{'$oid': '66b0a37d9d58e017cb03b35f'},YpOQ9zmRmnlgfATypYmL,0824 Hump Day Socials,0824 Hump Day Socials,0HScTRaDq3aslYUwj9zy,619515 Engagement,130.0,False
{'$oid': '66b0a37d9d58e017cb03b35f'},YpOQ9zmRmnlgfATypYmL,0824 Hump Day Socials,0824 Hump Day Socials,rqj4X9LYo9DgIIKIHqD5,619513 Team Bonding (Staff-HR Budget),58.0,False
{'$oid': '66b9b389d9525fd9bf9bb737'},A17M26ij1P8uGEnRFtP0,0724 SG GAM,0724 SG GAM,IbDOq9NsCcO8rSg7Uk1y,511301 Display COGS,4257.91,False
{'$oid': '66b9b389d9525fd9bf9bb737'},A17M26ij1P8uGEnRFtP0,0724 VN GAM - ChoTot,0724 VN GAM - ChoTot,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1697.09,False
{'$oid': '66b9b389d9525fd9bf9bb737'},A17M26ij1P8uGEnRFtP0,0724 MY GAM - Mudah,0724 MY GAM - Mudah,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1107.54,False
{'$oid': '66b9bf04d9525fd9bf9c9818'},bfN8jYCNYKQFk7yN2vvN,0724 SG Trade Desk_Platform Fee,0724 SG Trade Desk_Platform Fee,zZaeAsNwbZ5lMl2XSTHr,511606 Audience Extension,678.07,False
{'$oid': '66b9bf04d9525fd9bf9c9818'},bfN8jYCNYKQFk7yN2vvN,0724 HK Trade Desk_Platform Fee,0724 HK Trade Desk_Platform Fee,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1284.38,False
{'$oid': '66bad09d90115d8e8794a104'},bfN8jYCNYKQFk7yN2vvN,0724 SG Trade Desk_Media Fee,0724 SG Trade Desk_Media Fee,zZaeAsNwbZ5lMl2XSTHr,511606 Audience Extension,1133.85,False
{'$oid': '66bad09d90115d8e8794a104'},bfN8jYCNYKQFk7yN2vvN,0724 HK Trade Desk_Media Fee,0724 HK Trade Desk_Media Fee,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,2147.7,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker SG,0724 Looker SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,6298.91,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker HK,0724 Looker HK,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1081.95,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker ID,0724 Looker ID,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,51.97,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker MY,0724 Looker MY,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,329.79,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker PH SPI,0724 Looker PH,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,233.7,False
{'$oid': '66bee0ac17a611bfc4cd29db'},A17M26ij1P8uGEnRFtP0,0724 Looker TW,0724 Looker TW,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1247.08,False
{'$oid': '66c5f7b5ff84e078b25ce56d'},A17M26ij1P8uGEnRFtP0,0724 Singaore Autos Google,0724 SEM + PMAX Campaigns - Oneshift,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,59450.0249,False
{'$oid': '66c830c9ff84e078b26cc375'},A17M26ij1P8uGEnRFtP0,0724 Google Cloud,0724 Google Cloud,5guubKjcCyFRa7RGvN77,611103 Cloud server - Google,268675.72,False
{'$oid': '66d84a2edfd3c7b8e192ac14'},A17M26ij1P8uGEnRFtP0,0724 SG Services Google,0724 SG Services SEM Always On,M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,23731.929999999997,False
{'$oid': '66d84cd2dfd3c7b8e192ae5d'},A17M26ij1P8uGEnRFtP0,0724 SG Mob Tactical Campaign,Tactical Campaign - Search & PMAX,M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,36000.0,False
{'$oid': '66d84cd2dfd3c7b8e192ae5d'},A17M26ij1P8uGEnRFtP0,0724 SG Mob Tactical Campaign,Tactical Campaign - YouTube,TYZBLWLwp7WNGdSvkZfi,612036 Video Ads,10000.0,False
{'$oid': '66d84cd2dfd3c7b8e192ae5d'},A17M26ij1P8uGEnRFtP0,0724 SG Mob Tactical Campaign,0724 SG Mob Tactical Campaign,M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,957.84,False
{'$oid': '66e012cdd18283417a619398'},A17M26ij1P8uGEnRFtP0,0724 Google ads GC Whales,0724 Google ads GC (Whales),M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,1113.48,False
{'$oid': '66eb999bf8241c6d33f23728'},A17M26ij1P8uGEnRFtP0,0624 Google PPC - Lyaircon,0624 Google PPC ,M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,585.12,False
{'$oid': '66f282775d18f7321322321a'},ioEWV36U4ZQJ3vrwGlcW,0824 Certified Boxes (small),0824 Certified Boxes (small),46gT0Ab9FKwD2LHwpa4Q,612016 Collateral,895.5,False
{'$oid': '66bdbcf117a611bfc4ca9f78'},A7d9eRIy5UxpZSipMjca,Nearity A20 SpeakerMicrophones,Nearity A20 SpeakerMicrophones,54OBj5Vra6nWbKk75XTB,619201 Equipment Expense,1142.0,False
{'$oid': '66e7f2ad817d1e43dae1fc17'},mCZC5opZSxa1FmCCYVEB,0924 Github Subscription,0924 Github Subscription,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,4600.0,False
{'$oid': '66e7f41f817d1e43dae1fd96'},mCZC5opZSxa1FmCCYVEB,0924 Github,0924 Github,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,544.73,False
{'$oid': '66e0301cd18283417a628696'},v4F8Pp2xB3FKuu2L1PQD,0824-0825 Capability Research Tool,0824-0825 Capability Research Tool,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,4990.0,False
{'$oid': '66e802f15d71d53326d24f89'},YPvQzcbwx2q6uaB4U4hc,0824 F&B for 12th CarouAnniversary Celebration in SG Office,0824 F&B for 12th CarouAnniversary Celebration in SG Office,0HScTRaDq3aslYUwj9zy,619515 Engagement,1445.004,False
{'$oid': '66bd74a48e37878cec9a6b6f'},XlBfqEeqdAcAr238fJoq,072024 - Contractor - Chee Zong Hong,0724 - Contractor - Chee Zong Hong,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,6669.83,False
{'$oid': '66c818d7717d5dc4af038e36'},SKnSNZP0Iwl6H1IMOfMQ,0524 Black Preferred Merchant Shirt x 22pcs,0524 Black Preferred Merchant Shirt x 22pcs,0HScTRaDq3aslYUwj9zy,619515 Engagement,220.0,False
{'$oid': '66c833c5ff84e078b26cde1c'},xqp1L1yWtYW4mdFSx359,0924 - CRS,0924 - Cloudflare Zero Trust - CRS,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2730.3,False
{'$oid': '66c833c5ff84e078b26cde1c'},xqp1L1yWtYW4mdFSx359,0924 - Mudah,0924 - Cloudflare Zero Trust - Mudah,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,484.5,False
{'$oid': '66c833c5ff84e078b26cde1c'},xqp1L1yWtYW4mdFSx359,0924 - Chotot,0924 - Cloudflare Zero Trust - Chotot,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1242.6,False
{'$oid': '66c833c5ff84e078b26cde1c'},xqp1L1yWtYW4mdFSx359,0924 - Laku6,0924 - Cloudflare Zero Trust - Laku6,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,609.9,False
{'$oid': '66e037e3d18283417a6292e8'},rHiVmbMM1iy2j3lpZ0Tn,0824 TheRefurb - Castlery 100% Revenue,0824 TheRefurb - Castlery 100% Revenue,elE78gLzAP4whA2p1qjh,131020 Unbilled receivables,28576.05,False
{'$oid': '66f3a82071ccb151d554216a'},bIyfGwdYjLrzE522reQo,0924 sph sub,0924 sph sub,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,9.082557,False
{'$oid': '66bb1a4d7b39f36765c28e42'},ZDX0nccFh3TCRv7FNPFP,0724 Payroll Outsourcing Services (ID Rep Office of Carousell Pte Ltd),0724 Payroll Outsourcing Services (ID Rep Office of Carousell Pte Ltd),kjLRh3lgCntgM4y5wtg4,617207 Support Fee,469.67,False
{'$oid': '66bc546c88239b41fc88fda2'},ZDX0nccFh3TCRv7FNPFP,0724_CRS SG,0724_CRS SG,kjLRh3lgCntgM4y5wtg4,617207 Support Fee,3390.0013312,False
{'$oid': '670e519d651aba64a62ccd1e'},BKPjY01XcLy28mA3Qnbf,0824 Legal Professional Advisory,0824 Legal Professional Advisory,xwl5rZD0FA20j1ZvglXL,617202 Legal Expenses,3000.0,False
{'$oid': '6717709679b4da4e16d76c66'},2q0RjG0eGcUZgE2Lz3V0,0824 Pantry Supplies,0824 Pantry Supplies,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,246.0,False
{'$oid': '66b5f6d82ca2a7d67f86a115'},fzS9iUgai9GGi5jhtSaQ,0824 Enteprise - Data - CRS,0824 Enteprise - Data - CRS,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1471.89,False
{'$oid': '66b5f6d82ca2a7d67f86a115'},fzS9iUgai9GGi5jhtSaQ,0824 Enteprise - Data - Mudah,0824 Enteprise - Data - Mudah,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,153.32000000000002,False
{'$oid': '66b5f6d82ca2a7d67f86a115'},fzS9iUgai9GGi5jhtSaQ,0824 Enteprise - Data - Chotot,0824 Enteprise - Data - Chotot,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,374.79,False
{'$oid': '66bef086c8ecefb7f33cadf0'},1a0UUCEcLQe2jxrqIIMT,0824 PIVOI Nominee Director Services,0824 PIVOI Nominee Director Services,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,125.0,False
{'$oid': '66f52a490eab055695e63cc6'},ioEWV36U4ZQJ3vrwGlcW,0824 Certified Boxes (big),0824 Certified Boxes (big),46gT0Ab9FKwD2LHwpa4Q,612016 Collateral,1964.0,False
{'$oid': '66b42678d510680e825fa20c'},A7d9eRIy5UxpZSipMjca,0724 L1 Onsite Operation Engineering - Exceeded 56 Hours (Jul24),0724 L1 Onsite Operation Engineering - Exceeded 56 Hours (Jul24),fXGi8OPFA10eXc1HxPze,617104 Temporary Staff,10080.0,False
{'$oid': '66b5ec732ca2a7d67f867ec1'},Y5TKBuF1J57KXH1e7mx3,0824 -0725 Slack Pro Service Dates: 01-Aug-2024 - 01-Jul-2025,0824 -0725 Slack Pro Service Dates: 01-Aug-2024 - 01-Jul-2025,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,1975.19,False
{'$oid': '66bc91416f11559d6bdeda1a'},A7d9eRIy5UxpZSipMjca,"0724 L1 Onsite Operation Engineer Monthly Rate (Apr 2024 - Jul 2024) 4 Months  Working Hours - 9am to 1pm, Weekdays, 3 times a Week Location: Singapore - 79 One North Monitoring of Office Network Infrastructure Dealing with hardware and application support","0724 L1 Onsite Operation Engineer Monthly Rate (Apr 2024 - Jul 2024) 4 Months  Working Hours - 9am to 1pm, Weekdays, 3 times a Week Location: Singapore - 79 One North Monitoring of Office Network Infrastructure Dealing with hardware and application support",fXGi8OPFA10eXc1HxPze,617104 Temporary Staff,2500.0,False
{'$oid': '66bd842a17a611bfc4c8a450'},82RZiBUxCyZg9rn4iof5,0724 - SG Services Bing Always on SEM,0724 - SG Services Bing Always on SEM,M6oHc9JpSqxafJ6YTvMK,612002 Paid Search,312.47,False
{'$oid': '66d842e3dfd3c7b8e1929783'},IZl7JVzUeOC2PTRnZpsE, 0624 Services for Independent Contractor, 0624 Services for Independent Contractor,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,18696.4,False
{'$oid': '66b1c31db1e0ee6ebfeecb4c'},n0DJwQASZSAWlSOv9UBF,0724 TikTok Test Campaign + BAU - Carousell Autos - Oneshift,0724 TikTok Test Campaign + BAU - Carousell Autos - Oneshift,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,2787.99,False
{'$oid': '66b5e9c02ca2a7d67f867138'},n0DJwQASZSAWlSOv9UBF,0724 SG Services Whales Tactical,"0724 TikTok Creator Exchange - hanafi & royson, 4 vids",MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,13100.0,False
{'$oid': '66e0350ed18283417a628ff4'},L0ylCmwzBrhx2FHqnIXe,0724 Monthly rental Delonghi Prima Donna coffee machine,0724 Monthly rental Delonghi Prima Donna coffee machine,yFhZwEaA6CkzsZ7lDVC6,619203 Supplies/Expenses,150.0,False
{'$oid': '66e402b38327b4308ada22bc'},z5addlgrmQS6Jq34ZKFF,0824 Repair of Air-con in Luxury Showroom in SG Office,0824 Repair of Air-con in Luxury Showroom in SG Office,A4ZIfLJVm9YkJsrMZVns,619205 Repairs and Maintenance,1500.0,False
{'$oid': '66ec01f6ecdb44137eb36614'},sfxtbtAHYrnmmOAATiBz,0824 - Coaching with Kum Hong,0824 - Coaching with Kum Hong,riKWPz2LlaISic7O9pvu,614400 Employee Training,1320.0,False
{'$oid': '6708d79f13ec1e96a06e2d96'},eB2WtS8alRhQIiaHVSwN,0824 VVIP Flyers GC ,0824 VVIP Flyers GC ,ipfAQro8vxfihGgo5EkZ,511601 Others,1927.0,False
{'$oid': '6708d79f13ec1e96a06e2d96'},eB2WtS8alRhQIiaHVSwN,0824 VVIP Flyers Services,0824 VVIP Flyers Services,ipfAQro8vxfihGgo5EkZ,511601 Others,2890.5,False
{'$oid': '6708d79f13ec1e96a06e2d96'},eB2WtS8alRhQIiaHVSwN,0824 VVIP Flyers Luxury,0824 VVIP Flyers Luxury,ipfAQro8vxfihGgo5EkZ,511601 Others,963.7,False
{'$oid': '66bdbf0417a611bfc4cad340'},CqDd0vpiICvu7gJ8rQJa,0724  AWS 2024,0724  AWS 2024,SlqWk8FPz8e4TBG8Vjib,611101 Cloud server - AWS,56.26,False
{'$oid': '66c611deff84e078b25d1be8'},fkPInOrYT7R0kyIdio61,0724 Facebook ads HK Goods,0724 Facebook ads HK Goods,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,5012.16595,False
{'$oid': '66c6168cff84e078b25d1ce7'},fkPInOrYT7R0kyIdio61,0724 FB ads for TW Goods,0724 FB ads for TW Goods,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1398.0512367,False
{'$oid': '66c61bcbff84e078b25d1ed2'},fkPInOrYT7R0kyIdio61,0724 TW Goods - Demand - Facebook,0724 TW Goods - Demand - Facebook,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,4553.9,False
{'$oid': '66c61bcbff84e078b25d1ed2'},fkPInOrYT7R0kyIdio61,0724 TW Goods - Demand - Facebook,0724 TW Goods - Demand - Facebook,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,75.913513,False
{'$oid': '66d84fdadfd3c7b8e192b0a3'},fkPInOrYT7R0kyIdio61,0724 sg_23039_dm_lux_always-on-bags_social_meta_demand-all_clicks,0724 Luxury Meta Ads for July,MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,4795.2,False
{'$oid': '66d85168dfd3c7b8e192b1d4'},fkPInOrYT7R0kyIdio61,0724 SG Services Whales Tactical Campaign,0724 SG Services FB DPA + Reviews + Preferred Merchant Prog,MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,2849.77,False
{'$oid': '66d85211dfd3c7b8e192b204'},fkPInOrYT7R0kyIdio61,0724 SG Mob Tactical ,0724 SG Mob Tactical ,MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,18747.83,False
{'$oid': '66d85381dfd3c7b8e192b234'},fkPInOrYT7R0kyIdio61,0724 PH Property Facebook,0724 PH Property Facebook,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1439.2604,False
{'$oid': '66d85446dfd3c7b8e192b2d2'},fkPInOrYT7R0kyIdio61,0724 PH__FB_Property_Developer_Invoice_July_2024,0724 PH__FB_Property_Developer_Invoice_July_2024,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,2031.52,False
{'$oid': '66e2a6e0062b60f23250b734'},fkPInOrYT7R0kyIdio61,0724 Meta Facebook,0724 Meta Facebook,MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,1074.89,False
{'$oid': '66f0e0030f4c9e2f3492016e'},fkPInOrYT7R0kyIdio61,Meta Facebook,0724 Meta Facebook,MwHSSUI1gC5MxbSuNe4R,612001 Paid Social,2179.41,False
{'$oid': '667e3f671dcc0030d3d6a2d9'},vXoTa58Yp3NuzYn1Mp6V,0924 Revo - No.1 Kung Chong Rd,0924 Revo - No.1 Kung Chong Rd,6yL6YRA4Rkj2gUD4RAO0,230051 Lease payable,8000.0,False
{'$oid': '66bef60f17a611bfc4cd7b84'},fkPInOrYT7R0kyIdio61,0724 HK Goods - Demand - Facebook,0724 HK Goods - Demand - Facebook,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,1890.32,False
{'$oid': '66cbfb1e23614aefef414ef3'},RmEub47xaV8rpd2aDSuq,0724 Telesales Survey GC,0724 Part-timer Telesales Goods,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,695.0,False
{'$oid': '66f0eb4f0f4c9e2f34932e61'},OBRq3W4s3PrOnsHXb5pt,0724 Language inspired Bill,0724 Language inspired Bill,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,1427.73,False
{'$oid': '6662bf40e5f8d6ad750a6915'},MEw1RFnjOTYVxwSjEM9K,"0424-0325 Onboarding, Training & UAT Fee a-Apr-24 to 31-Mar-25","1123 Onboarding, Training & UAT Fee",vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,4000.0,False
{'$oid': '6662cb7d1984103f9ab75c66'},MEw1RFnjOTYVxwSjEM9K,0424-0325 Annual subscription for 1 April 2024 - 31 March 2025,0424-0325 Annual subscription for 1 April 2024 - 31 March 2025,vNCPOlaDL0NMQTi5ca5Q,134001 Prepaid Operating Expense,13792.802070000002,False
{'$oid': '66ac48d5d55b3f0d8c523dd2'},0LvGmwBxxm9uBQIncwaE,0724 Tercept + Transaction Fee,0724 Tercept + Transaction Fee,IbDOq9NsCcO8rSg7Uk1y,511301 Display COGS,330.0,False
{'$oid': '66b191debea89d5bf8243bb2'},8or9b6dwO3R2KJ5Kr0qN,0724 WhatsApp CTA Services,0724 WhatsApp CTA Services,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,63.75,False
{'$oid': '66b19f37d619468247837c4a'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost - SPI PH,0724 Vonage SMS Cost - SPI PH,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,17.218,False
{'$oid': '66b19fe8fa52fc8789299365'},mPL2AaRMpMwx0DildEHU,0824_Glints Estimate Amount Danny Santoso,0824_Glints Estimate Amount Danny Santoso ,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,2108.112,False
{'$oid': '66b19fe8fa52fc8789299365'},mPL2AaRMpMwx0DildEHU,0824_Glints Estimate Amount Nayanda Haberty,0824_Glints Estimate Amount Nayanda Haberty,QZtPyRpjxDCoGnkHo9Wc,614123 Employee On Record,4327.691999999999,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - SG,0724 Vonage SMS Cost. - SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,2827.72,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - TW,0724 Vonage SMS Cost. - TW,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,4983.29,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - SPI PH,0724 Vonage SMS Cost. - SPI PH,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,12282.754,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - MY,0724 Vonage SMS Cost. - MY,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,8834.866,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - ID,0724 Vonage SMS Cost. - ID,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,5400.868,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - HK,0724 Vonage SMS Cost. - HK,w5hjK0IooxdDp9Feeeuy,132098 IC Clearing account,3989.216,False
{'$oid': '66b1b9c6b1e0ee6ebfeeb733'},PUFLGwAsGqXRsERkjGXm,0724 Vonage SMS Cost. - SG,0724 Vonage SMS Cost. - SG,C0SB5vR0gCikdKjmT8Ep,611202 Online Subscription/Tool,45.212,False
{'$oid': '66b1ca7c4b46045fe0477303'},uHkLezUjGFwqrMmaPuUG,0724 Project Authority Catalogue mgt and Catalogue Ops Sep 2023 to Aug 2024,0724 Project Authority Catalogue mgt and Catalogue Ops Sep 2023 to Aug 2024,KFoiJpwWCXBhah6T44dH,617103 Subcontractors/Outsource,1764.0,False
